question,answer_llm,answer_orig,document
What’s the pip or uv command for getting dotenv working in Python?,"Use `python-dotenv`.

With **uv**:
```bash
uv add python-dotenv
```

With **pip**:
```bash
pip install python-dotenv
```

Then in Python:
```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"Once I install the dotenv package, how do I load my env vars in code?","Use `load_dotenv()` from `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()
```

Then access variables with `os.getenv()`:

```python
import os

openai_api_key = os.getenv(""OPENAI_API_KEY"")
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Is python-dotenv the right library for using load_dotenv()?,"Yes. The context says to install and use `python-dotenv` for `load_dotenv()`:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv

load_dotenv()
```

So `python-dotenv` is the right library.","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Can I do this course on my own machine instead of using Codespaces?,"Yes. Codespaces is the easiest option, but you can run the course locally on your own machine if you’re comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you do run it locally, make sure to document your setup and keep your environment reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"Is Codespaces required, or can I set everything up locally for the module?","No — Codespaces is **not required**. You can set everything up **locally** for the module if you’re comfortable installing the needed tools like Python, `uv`, Jupyter, Docker, and anything else required.

Codespaces is just the easiest way to get everyone started with the same environment. If you run locally, make sure your setup is documented and reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
What do I need installed if I want to run the course on my laptop?,"You need to have **Python, `uv`, Jupyter, Docker**, and any other tools required by the module installed.

If you run locally, you should also **document your setup** and keep the environment **reproducible**.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I skip Codespaces and go local, do I need to keep track of my setup somehow?","Yes — if you run the course locally, you should **document your setup and keep your environment reproducible**.

The course says local setup is fine, but because you’re not using the standardized Codespaces environment, you should keep track of how you installed Python, `uv`, Jupyter, Docker, and any other tools you need.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
Why does the course suggest Codespaces if local setup is also allowed?,"Codespaces is suggested because it’s the easiest way for everyone to start with the same environment. Local setup is allowed, but only if you’re comfortable installing and maintaining the required tools yourself.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I just work in Codespaces and don’t commit, does my code stay there somehow or can it disappear later?","Your code is saved inside the Codespaces Linux VM, so it doesn’t vanish immediately just because you didn’t commit.

But yes, it can disappear later: Codespaces can stop, disconnect, be rebuilt, or be deleted. If that happens, uncommitted work may be lost.

So the safe practice is to commit and push regularly to your GitHub repo.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Where is my code actually saved when I use GitHub Codespaces for the course?,"Your code is saved inside the Codespaces Linux VM if you don’t commit it. However, it’s important to commit regularly, because Codespaces can stop, be deleted, or be recreated later, and uncommitted work may be lost.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"Do I need to commit my changes in Codespaces right away, or is the VM storage enough?","The VM storage is enough for short-term work: your code is saved inside the Codespaces Linux VM even if you don’t commit right away.

But you should still commit and push regularly, because Codespaces can stop, disconnect, be deleted, or be recreated later. Uncommitted changes survive a stop/start, but they can be lost if you delete or recreate the codespace.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
What happens to my work in Codespaces if the session stops or the environment gets deleted?,"If the session stops, your uncommitted code stays in the Codespaces Linux VM and usually survives a stop/start.

If the environment is deleted or you create a brand-new codespace, uncommitted changes are lost. Committing and pushing regularly ensures your work is saved in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
